0.038148344	-0.049169935	-0.069490395	0.011995359	0.11432742	-0.094943635	0.024012117	0.038420074	-0.0039320434	0.0662301	0.060402177	-0.0032939136	-0.07885088	-0.009970264	0.057518523	0.06303305
-0.08006968	-0.039197102	0.0169429	0.09236458	0.010305797	0.010595635	-0.027737454	0.01491308	-0.031210821	0.015384218	-0.07536464	0.10354649	-0.05321914	-0.032649565	-0.035060488	0.027488487
0.06049609	-0.012943332	-0.082947224	0.15068565	0.12098219	-0.028111385	0.012504145	-0.045835048	0.08192769	-0.05572287	-0.10181331	0.13155313	0.076888025	0.009331239	0.04392323	-0.16261286
-0.0051111984	-0.033069007	0.0014197676	0.05325211	0.10900341	-0.086127974	0.14314935	-0.036594503	0.035484932	-0.063310444	-0.0019339749	-0.038101632	-0.13111088	0.0096805515	0.03616001	-0.025642324
0.041207757	0.010800036	-0.0723441	0.054329764	0.17147145	-0.04491823	0.14650899	0.059892613	-0.0539234	0.060740225	0.02308813	0.029950747	0.055461794	0.052305225	0.02004697	-0.032069948
-0.026458152	-0.041095812	0.001346042	-0.0027635796	0.08182556	0.02270375	0.13862404	0.0023868072	-0.0026440548	0.08565306	0.0021988007	-0.05491544	-0.08225335	0.007803861	-0.012803065	-0.053591397
0.055279974	-0.013568247	0.021972103	0.020444104	0.02265693	-0.029964343	0.091799915	0.034201514	0.13589016	0.1481737	-0.06425544	0.10288488	-0.030003715	0.07267238	-0.077778965	0.046681885
0.0038695496	0.029214926	0.010382521	-0.12241738	0.0580846	0.034465536	0.03466955	0.13121368	0.06423644	-0.014097239	0.017595554	0.0075349947	-0.06394966	0.035363466	0.041133936	0.086381145
0.045569405	-0.0012004452	0.073967144	0.11418434	0.05331877	0.04091855	0.009538905	-0.050928533	-0.042007104	0.12924168	0.062941335	-0.052938208	-0.072818376	0.0006923217	-0.023639023	-0.004648041
0.12986094	0.00029325995	-0.08480451	-0.029540898	-0.08070114	-0.056892212	-0.004267784	0.033808753	0.13893045	0.12151493	-0.11413076	-0.0051224567	-0.100608304	0.06701205	0.09255747	-0.08732547
-0.06879983	-0.05734627	0.07532212	0.031889684	0.052778807	-0.016556814	-0.015077849	-0.03162113	0.15855978	-0.015924398	-0.0068646097	0.085331805	-0.16119832	-0.028339526	0.04876867	0.0065595154
-0.077060655	0.06350607	-0.074936174	-0.12726444	0.08599145	0.0029320484	-0.036847938	-0.038749542	0.0883851	0.13829017	-0.037235256	0.14022951	-0.07270624	0.015147861	0.06696206	-0.09048299
-0.06578723	-0.021434715	-0.07055138	0.056094386	-0.021271484	0.07361105	0.12754168	-0.099851176	0.0013394626	0.05954776	0.10269116	-0.07828719	0.022515412	0.063273445	0.05232048	-0.0018614708
